Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Experimental Condition [Cell Cycle Stage],Experimental Condition [Marker],Comment [Gene Identifier],Comment [Gene Symbol],Comment [Assay Description],Comment [Image Description],Comment [Image File Path],Comment [Image File Type],Channels
C127_CTCF,EM16-09-B_C127_S12_1514_CTCF-594_Sytox_EdU-MS_05_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,MS,CTCF,ENSMUSG00000005698,CTCF,CTCF IF image in C127 cells in MS,3D SIM OMX V3 Macro-H2A IF image in C127 cells in MS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_Macro-H2A,EM16-09-B_C127_S4_1514_Macro-H2A-594_Sytox_EdU-ES_01_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,ES,Macro-H2A,ENSMUSG00000015937,H2afy,Macro-H2A IF image in C127 cells in ES,3D SIM OMX V3 Macro-H2A IF image in C127 cells in ES,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_Macro-H2A,EM16-09-B_C127_S4_1514_Macro-H2A-594_Sytox_EdU-ES_02_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,ES,Macro-H2A,ENSMUSG00000015937,H2afy,Macro-H2A IF image in C127 cells in ES,3D SIM OMX V3 Macro-H2A IF image in C127 cells in ES,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_Macro-H2A,EM16-09-B_C127_S4_1514_Macro-H2A-594_Sytox_EdU-ES_03_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,ES,Macro-H2A,ENSMUSG00000015937,H2afy,Macro-H2A IF image in C127 cells in ES,3D SIM OMX V3 Macro-H2A IF image in C127 cells in ES,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_Macro-H2A,EM16-09-B_C127_S4_1514_Macro-H2A-594_Sytox_EdU-ES_04_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,ES,Macro-H2A,ENSMUSG00000015937,H2afy,Macro-H2A IF image in C127 cells in ES,3D SIM OMX V3 Macro-H2A IF image in C127 cells in ES,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_Macro-H2A,EM16-09-B_C127_S4_1514_Macro-H2A-594_Sytox_EdU-ES_05_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,ES,Macro-H2A,ENSMUSG00000015937,H2afy,Macro-H2A IF image in C127 cells in ES,3D SIM OMX V3 Macro-H2A IF image in C127 cells in ES,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_Macro-H2A,EM16-09-B_C127_S4_1514_Macro-H2A-594_Sytox_EdU-LS_01_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,LS,Macro-H2A,ENSMUSG00000015937,H2afy,Macro-H2A IF image in C127 cells in LS,3D SIM OMX V3 Macro-H2A IF image in C127 cells in LS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_Macro-H2A,EM16-09-B_C127_S4_1514_Macro-H2A-594_Sytox_EdU-LS_02_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,LS,Macro-H2A,ENSMUSG00000015937,H2afy,Macro-H2A IF image in C127 cells in LS,3D SIM OMX V3 Macro-H2A IF image in C127 cells in LS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_Macro-H2A,EM16-09-B_C127_S4_1514_Macro-H2A-594_Sytox_EdU-LS_03_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,LS,Macro-H2A,ENSMUSG00000015937,H2afy,Macro-H2A IF image in C127 cells in LS,3D SIM OMX V3 Macro-H2A IF image in C127 cells in LS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_Macro-H2A,EM16-09-B_C127_S4_1514_Macro-H2A-594_Sytox_EdU-LS_04_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,LS,Macro-H2A,ENSMUSG00000015937,H2afy,Macro-H2A IF image in C127 cells in LS,3D SIM OMX V3 Macro-H2A IF image in C127 cells in LS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_Macro-H2A,EM16-09-B_C127_S4_1514_Macro-H2A-594_Sytox_EdU-LS_05_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,LS,Macro-H2A,ENSMUSG00000015937,H2afy,Macro-H2A IF image in C127 cells in LS,3D SIM OMX V3 Macro-H2A IF image in C127 cells in LS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_Macro-H2A,EM16-09-B_C127_S4_1514_Macro-H2A-594_Sytox_EdU-MS_01_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,MS,Macro-H2A,ENSMUSG00000015937,H2afy,Macro-H2A IF image in C127 cells in MS,3D SIM OMX V3 Macro-H2A IF image in C127 cells in MS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_Macro-H2A,EM16-09-B_C127_S4_1514_Macro-H2A-594_Sytox_EdU-MS_02_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,MS,Macro-H2A,ENSMUSG00000015937,H2afy,Macro-H2A IF image in C127 cells in MS,3D SIM OMX V3 Macro-H2A IF image in C127 cells in MS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_Macro-H2A,EM16-09-B_C127_S4_1514_Macro-H2A-594_Sytox_EdU-MS_03_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,MS,Macro-H2A,ENSMUSG00000015937,H2afy,Macro-H2A IF image in C127 cells in MS,3D SIM OMX V3 Macro-H2A IF image in C127 cells in MS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_Macro-H2A,EM16-09-B_C127_S4_1514_Macro-H2A-594_Sytox_EdU-MS_04_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,MS,Macro-H2A,ENSMUSG00000015937,H2afy,Macro-H2A IF image in C127 cells in MS,3D SIM OMX V3 Macro-H2A IF image in C127 cells in MS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_Macro-H2A,EM16-09-B_C127_S4_1514_Macro-H2A-594_Sytox_EdU-MS_05_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,MS,Macro-H2A,ENSMUSG00000015937,H2afy,Macro-H2A IF image in C127 cells in MS,3D SIM OMX V3 Macro-H2A IF image in C127 cells in MS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_H3K4me3,EM16-09-B_C127_S5_1514_H3K4me3-594_Sytox_EdU-ES_01_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,ES,H3K4me3,ENSMUSG00000060743,H3f3a,H3K4me3 IF image in C127 cells in ES,3D SIM OMX V3 H3K4me3 IF image in C127 cells in ES,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_H3K4me3,EM16-09-B_C127_S5_1514_H3K4me3-594_Sytox_EdU-ES_02_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,ES,H3K4me3,ENSMUSG00000060743,H3f3a,H3K4me3 IF image in C127 cells in ES,3D SIM OMX V3 H3K4me3 IF image in C127 cells in ES,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_H3K4me3,EM16-09-B_C127_S5_1514_H3K4me3-594_Sytox_EdU-ES_03_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,ES,H3K4me3,ENSMUSG00000060743,H3f3a,H3K4me3 IF image in C127 cells in ES,3D SIM OMX V3 H3K4me3 IF image in C127 cells in ES,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_H3K4me3,EM16-09-B_C127_S5_1514_H3K4me3-594_Sytox_EdU-ES_04_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,ES,H3K4me3,ENSMUSG00000060743,H3f3a,H3K4me3 IF image in C127 cells in ES,3D SIM OMX V3 H3K4me3 IF image in C127 cells in ES,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_H3K4me3,EM16-09-B_C127_S5_1514_H3K4me3-594_Sytox_EdU-ES_05_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,ES,H3K4me3,ENSMUSG00000060743,H3f3a,H3K4me3 IF image in C127 cells in ES,3D SIM OMX V3 H3K4me3 IF image in C127 cells in ES,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_H3K4me3,EM16-09-B_C127_S5_1514_H3K4me3-594_Sytox_EdU-LS_01_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,LS,H3K4me3,ENSMUSG00000060743,H3f3a,H3K4me3 IF image in C127 cells in LS,3D SIM OMX V3 H3K4me3 IF image in C127 cells in LS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_H3K4me3,EM16-09-B_C127_S5_1514_H3K4me3-594_Sytox_EdU-LS_02_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,LS,H3K4me3,ENSMUSG00000060743,H3f3a,H3K4me3 IF image in C127 cells in LS,3D SIM OMX V3 H3K4me3 IF image in C127 cells in LS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_H3K4me3,EM16-09-B_C127_S5_1514_H3K4me3-594_Sytox_EdU-LS_03_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,LS,H3K4me3,ENSMUSG00000060743,H3f3a,H3K4me3 IF image in C127 cells in LS,3D SIM OMX V3 H3K4me3 IF image in C127 cells in LS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_H3K4me3,EM16-09-B_C127_S5_1514_H3K4me3-594_Sytox_EdU-LS_04_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,LS,H3K4me3,ENSMUSG00000060743,H3f3a,H3K4me3 IF image in C127 cells in LS,3D SIM OMX V3 H3K4me3 IF image in C127 cells in LS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_H3K4me3,EM16-09-B_C127_S5_1514_H3K4me3-594_Sytox_EdU-LS_05_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,LS,H3K4me3,ENSMUSG00000060743,H3f3a,H3K4me3 IF image in C127 cells in LS,3D SIM OMX V3 H3K4me3 IF image in C127 cells in LS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_H3K4me3,EM16-09-B_C127_S5_1514_H3K4me3-594_Sytox_EdU-MS_01_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,MS,H3K4me3,ENSMUSG00000060743,H3f3a,H3K4me3 IF image in C127 cells in MS,3D SIM OMX V3 H3K4me3 IF image in C127 cells in MS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_H3K4me3,EM16-09-B_C127_S5_1514_H3K4me3-594_Sytox_EdU-MS_02_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,MS,H3K4me3,ENSMUSG00000060743,H3f3a,H3K4me3 IF image in C127 cells in MS,3D SIM OMX V3 H3K4me3 IF image in C127 cells in MS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_H3K4me3,EM16-09-B_C127_S5_1514_H3K4me3-594_Sytox_EdU-MS_03_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,MS,H3K4me3,ENSMUSG00000060743,H3f3a,H3K4me3 IF image in C127 cells in MS,3D SIM OMX V3 H3K4me3 IF image in C127 cells in MS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_H3K4me3,EM16-09-B_C127_S5_1514_H3K4me3-594_Sytox_EdU-MS_04_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,MS,H3K4me3,ENSMUSG00000060743,H3f3a,H3K4me3 IF image in C127 cells in MS,3D SIM OMX V3 H3K4me3 IF image in C127 cells in MS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_aHP1,EM16-09-B_C127_S6_1514_aHP1-594_Sytox_EdU-ES_01_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,ES,aHP1,ENSMUSG00000009575,Cbx5,aHP1 IF image in C127 cells in ES,3D SIM OMX V3 aHP1 IF image in C127 cells in ES,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_aHP1,EM16-09-B_C127_S6_1514_aHP1-594_Sytox_EdU-ES_02_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,ES,aHP1,ENSMUSG00000009575,Cbx5,aHP1 IF image in C127 cells in ES,3D SIM OMX V3 aHP1 IF image in C127 cells in ES,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_aHP1,EM16-09-B_C127_S6_1514_aHP1-594_Sytox_EdU-ES_03_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,ES,aHP1,ENSMUSG00000009575,Cbx5,aHP1 IF image in C127 cells in ES,3D SIM OMX V3 aHP1 IF image in C127 cells in ES,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_aHP1,EM16-09-B_C127_S6_1514_aHP1-594_Sytox_EdU-ES_04_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,ES,aHP1,ENSMUSG00000009575,Cbx5,aHP1 IF image in C127 cells in ES,3D SIM OMX V3 aHP1 IF image in C127 cells in ES,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_aHP1,EM16-09-B_C127_S6_1514_aHP1-594_Sytox_EdU-ES_05_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,ES,aHP1,ENSMUSG00000009575,Cbx5,aHP1 IF image in C127 cells in ES,3D SIM OMX V3 aHP1 IF image in C127 cells in ES,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_aHP1,EM16-09-B_C127_S6_1514_aHP1-594_Sytox_EdU-LS_01_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,LS,aHP1,ENSMUSG00000009575,Cbx5,aHP1 IF image in C127 cells in LS,3D SIM OMX V3 aHP1 IF image in C127 cells in LS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_aHP1,EM16-09-B_C127_S6_1514_aHP1-594_Sytox_EdU-LS_02_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,LS,aHP1,ENSMUSG00000009575,Cbx5,aHP1 IF image in C127 cells in LS,3D SIM OMX V3 aHP1 IF image in C127 cells in LS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_aHP1,EM16-09-B_C127_S6_1514_aHP1-594_Sytox_EdU-LS_03_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,LS,aHP1,ENSMUSG00000009575,Cbx5,aHP1 IF image in C127 cells in LS,3D SIM OMX V3 aHP1 IF image in C127 cells in LS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_aHP1,EM16-09-B_C127_S6_1514_aHP1-594_Sytox_EdU-LS_04_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,LS,aHP1,ENSMUSG00000009575,Cbx5,aHP1 IF image in C127 cells in LS,3D SIM OMX V3 aHP1 IF image in C127 cells in LS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_aHP1,EM16-09-B_C127_S6_1514_aHP1-594_Sytox_EdU-LS_05_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,LS,aHP1,ENSMUSG00000009575,Cbx5,aHP1 IF image in C127 cells in LS,3D SIM OMX V3 aHP1 IF image in C127 cells in LS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_aHP1,EM16-09-B_C127_S6_1514_aHP1-594_Sytox_EdU-MS_01_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,MS,aHP1,ENSMUSG00000009575,Cbx5,aHP1 IF image in C127 cells in MS,3D SIM OMX V3 aHP1 IF image in C127 cells in MS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_aHP1,EM16-09-B_C127_S6_1514_aHP1-594_Sytox_EdU-MS_02_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,MS,aHP1,ENSMUSG00000009575,Cbx5,aHP1 IF image in C127 cells in MS,3D SIM OMX V3 aHP1 IF image in C127 cells in MS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_aHP1,EM16-09-B_C127_S6_1514_aHP1-594_Sytox_EdU-MS_03_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,MS,aHP1,ENSMUSG00000009575,Cbx5,aHP1 IF image in C127 cells in MS,3D SIM OMX V3 aHP1 IF image in C127 cells in MS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_aHP1,EM16-09-B_C127_S6_1514_aHP1-594_Sytox_EdU-MS_04_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,MS,aHP1,ENSMUSG00000009575,Cbx5,aHP1 IF image in C127 cells in MS,3D SIM OMX V3 aHP1 IF image in C127 cells in MS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_aHP1,EM16-09-B_C127_S6_1514_aHP1-594_Sytox_EdU-MS_05_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,MS,aHP1,ENSMUSG00000009575,Cbx5,aHP1 IF image in C127 cells in MS,3D SIM OMX V3 aHP1 IF image in C127 cells in MS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_Scc1,EM16-09-B_C127_S7_1514_Scc1-594_Sytox_EdU-ES_01_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,ES,Scc1,ENSMUSG00000022314,Rad21,Scc1 IF image in C127 cells in ES,3D SIM OMX V3 Scc1 IF image in C127 cells in ES,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_Scc1,EM16-09-B_C127_S7_1514_Scc1-594_Sytox_EdU-ES_02_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,ES,Scc1,ENSMUSG00000022314,Rad21,Scc1 IF image in C127 cells in ES,3D SIM OMX V3 Scc1 IF image in C127 cells in ES,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_Scc1,EM16-09-B_C127_S7_1514_Scc1-594_Sytox_EdU-ES_03_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,ES,Scc1,ENSMUSG00000022314,Rad21,Scc1 IF image in C127 cells in ES,3D SIM OMX V3 Scc1 IF image in C127 cells in ES,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_Scc1,EM16-09-B_C127_S7_1514_Scc1-594_Sytox_EdU-ES_04_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,ES,Scc1,ENSMUSG00000022314,Rad21,Scc1 IF image in C127 cells in ES,3D SIM OMX V3 Scc1 IF image in C127 cells in ES,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_Scc1,EM16-09-B_C127_S7_1514_Scc1-594_Sytox_EdU-ES_05_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,ES,Scc1,ENSMUSG00000022314,Rad21,Scc1 IF image in C127 cells in ES,3D SIM OMX V3 Scc1 IF image in C127 cells in ES,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_Scc1,EM16-09-B_C127_S7_1514_Scc1-594_Sytox_EdU-LS_01_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,LS,Scc1,ENSMUSG00000022314,Rad21,Scc1 IF image in C127 cells in LS,3D SIM OMX V3 Scc1 IF image in C127 cells in LS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_Scc1,EM16-09-B_C127_S7_1514_Scc1-594_Sytox_EdU-LS_02_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,LS,Scc1,ENSMUSG00000022314,Rad21,Scc1 IF image in C127 cells in LS,3D SIM OMX V3 Scc1 IF image in C127 cells in LS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_Scc1,EM16-09-B_C127_S7_1514_Scc1-594_Sytox_EdU-LS_03_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,LS,Scc1,ENSMUSG00000022314,Rad21,Scc1 IF image in C127 cells in LS,3D SIM OMX V3 Scc1 IF image in C127 cells in LS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_Scc1,EM16-09-B_C127_S7_1514_Scc1-594_Sytox_EdU-LS_04_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,LS,Scc1,ENSMUSG00000022314,Rad21,Scc1 IF image in C127 cells in LS,3D SIM OMX V3 Scc1 IF image in C127 cells in LS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_Scc1,EM16-09-B_C127_S7_1514_Scc1-594_Sytox_EdU-LS_05_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,LS,Scc1,ENSMUSG00000022314,Rad21,Scc1 IF image in C127 cells in LS,3D SIM OMX V3 Scc1 IF image in C127 cells in LS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_Scc1,EM16-09-B_C127_S7_1514_Scc1-594_Sytox_EdU-MS_01_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,MS,Scc1,ENSMUSG00000022314,Rad21,Scc1 IF image in C127 cells in MS,3D SIM OMX V3 Scc1 IF image in C127 cells in MS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_Scc1,EM16-09-B_C127_S7_1514_Scc1-594_Sytox_EdU-MS_02_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,MS,Scc1,ENSMUSG00000022314,Rad21,Scc1 IF image in C127 cells in MS,3D SIM OMX V3 Scc1 IF image in C127 cells in MS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_Scc1,EM16-09-B_C127_S7_1514_Scc1-594_Sytox_EdU-MS_03_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,MS,Scc1,ENSMUSG00000022314,Rad21,Scc1 IF image in C127 cells in MS,3D SIM OMX V3 Scc1 IF image in C127 cells in MS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
C127_Scc1,EM16-09-B_C127_S7_1514_Scc1-594_Sytox_EdU-MS_04_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,MS,Scc1,ENSMUSG00000022314,Rad21,Scc1 IF image in C127 cells in MS,3D SIM OMX V3 Scc1 IF image in C127 cells in MS,Miron-C127-EdU/EM16-09-B-EdU,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green, 405: EdU"
