Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Experimental Condition [Cell Cycle Stage],Experimental Condition [Marker],Comment [Gene Identifier],Comment [Gene Symbol],Comment [Assay Description],Comment [Image Description],Comment [Image File Path],Comment [Image File Type],Channels
C127_Scc1,EM16-09-B_C127_S7_1514_Scc1-594_Sytox_G1_05_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Scc1,ENSMUSG00000022314,Rad21,Scc1 IF image in C127 cells in G1,3D SIM OMX V3 Scc1 IF image in C127 cells in G1,Miron-C127-G1/EM16-09-B-G1,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Scc1,EM16-09-B_C127_S7_1514_Scc1-594_Sytox_G1_06_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Scc1,ENSMUSG00000022314,Rad21,Scc1 IF image in C127 cells in G1,3D SIM OMX V3 Scc1 IF image in C127 cells in G1,Miron-C127-G1/EM16-09-B-G1,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Scc1,EM16-09-B_C127_S7_1514_Scc1-594_Sytox_G1_07_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Scc1,ENSMUSG00000022314,Rad21,Scc1 IF image in C127 cells in G1,3D SIM OMX V3 Scc1 IF image in C127 cells in G1,Miron-C127-G1/EM16-09-B-G1,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Scc1,EM16-09-B_C127_S7_1514_Scc1-594_Sytox_G1_08_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Scc1,ENSMUSG00000022314,Rad21,Scc1 IF image in C127 cells in G1,3D SIM OMX V3 Scc1 IF image in C127 cells in G1,Miron-C127-G1/EM16-09-B-G1,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Scc1,EM16-09-B_C127_S7_1514_Scc1-594_Sytox_G1_09_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Scc1,ENSMUSG00000022314,Rad21,Scc1 IF image in C127 cells in G1,3D SIM OMX V3 Scc1 IF image in C127 cells in G1,Miron-C127-G1/EM16-09-B-G1,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Scc1,EM16-09-B_C127_S7_1514_Scc1-594_Sytox_G1_10_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Scc1,ENSMUSG00000022314,Rad21,Scc1 IF image in C127 cells in G1,3D SIM OMX V3 Scc1 IF image in C127 cells in G1,Miron-C127-G1/EM16-09-B-G1,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H3K36me3,EM16-12-A_C127_S10_1514_H3K36me3-594_Sytox_G1_01_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H3K36me3,ENSMUSG00000060743,H3f3a,H3K36me3 IF image in C127 cells in G1,3D SIM OMX V3 H3K36me3 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H3K36me3,EM16-12-A_C127_S10_1514_H3K36me3-594_Sytox_G1_02_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H3K36me3,ENSMUSG00000060743,H3f3a,H3K36me3 IF image in C127 cells in G1,3D SIM OMX V3 H3K36me3 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H3K36me3,EM16-12-A_C127_S10_1514_H3K36me3-594_Sytox_G1_03_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H3K36me3,ENSMUSG00000060743,H3f3a,H3K36me3 IF image in C127 cells in G1,3D SIM OMX V3 H3K36me3 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H3K36me3,EM16-12-A_C127_S10_1514_H3K36me3-594_Sytox_G1_04_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H3K36me3,ENSMUSG00000060743,H3f3a,H3K36me3 IF image in C127 cells in G1,3D SIM OMX V3 H3K36me3 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H3K36me3,EM16-12-A_C127_S10_1514_H3K36me3-594_Sytox_G1_05_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H3K36me3,ENSMUSG00000060743,H3f3a,H3K36me3 IF image in C127 cells in G1,3D SIM OMX V3 H3K36me3 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H3K36me3,EM16-12-A_C127_S10_1514_H3K36me3-594_Sytox_G1_06_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H3K36me3,ENSMUSG00000060743,H3f3a,H3K36me3 IF image in C127 cells in G1,3D SIM OMX V3 H3K36me3 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H3K36me3,EM16-12-A_C127_S10_1514_H3K36me3-594_Sytox_G1_07_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H3K36me3,ENSMUSG00000060743,H3f3a,H3K36me3 IF image in C127 cells in G1,3D SIM OMX V3 H3K36me3 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H3K36me3,EM16-12-A_C127_S10_1514_H3K36me3-594_Sytox_G1_08_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H3K36me3,ENSMUSG00000060743,H3f3a,H3K36me3 IF image in C127 cells in G1,3D SIM OMX V3 H3K36me3 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H3K36me3,EM16-12-A_C127_S10_1514_H3K36me3-594_Sytox_G1_09_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H3K36me3,ENSMUSG00000060743,H3f3a,H3K36me3 IF image in C127 cells in G1,3D SIM OMX V3 H3K36me3 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H3K36me3,EM16-12-A_C127_S10_1514_H3K36me3-594_Sytox_G1_10_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H3K36me3,ENSMUSG00000060743,H3f3a,H3K36me3 IF image in C127 cells in G1,3D SIM OMX V3 H3K36me3 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H4K20me1,EM16-12-A_C127_S11_1514_H4K20me1-594_Sytox_G1_01_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H4K20me1,ENSMUSG00000096010,Hist4h4,H4K20me1 IF image in C127 cells in G1,3D SIM OMX V3 H4K20me1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H4K20me1,EM16-12-A_C127_S11_1514_H4K20me1-594_Sytox_G1_02_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H4K20me1,ENSMUSG00000096010,Hist4h4,H4K20me1 IF image in C127 cells in G1,3D SIM OMX V3 H4K20me1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H4K20me1,EM16-12-A_C127_S11_1514_H4K20me1-594_Sytox_G1_03_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H4K20me1,ENSMUSG00000096010,Hist4h4,H4K20me1 IF image in C127 cells in G1,3D SIM OMX V3 H4K20me1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H4K20me1,EM16-12-A_C127_S11_1514_H4K20me1-594_Sytox_G1_04_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H4K20me1,ENSMUSG00000096010,Hist4h4,H4K20me1 IF image in C127 cells in G1,3D SIM OMX V3 H4K20me1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H4K20me1,EM16-12-A_C127_S11_1514_H4K20me1-594_Sytox_G1_05_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H4K20me1,ENSMUSG00000096010,Hist4h4,H4K20me1 IF image in C127 cells in G1,3D SIM OMX V3 H4K20me1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H4K20me1,EM16-12-A_C127_S11_1514_H4K20me1-594_Sytox_G1_06_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H4K20me1,ENSMUSG00000096010,Hist4h4,H4K20me1 IF image in C127 cells in G1,3D SIM OMX V3 H4K20me1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H4K20me1,EM16-12-A_C127_S11_1514_H4K20me1-594_Sytox_G1_07_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H4K20me1,ENSMUSG00000096010,Hist4h4,H4K20me1 IF image in C127 cells in G1,3D SIM OMX V3 H4K20me1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H4K20me1,EM16-12-A_C127_S11_1514_H4K20me1-594_Sytox_G1_08_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H4K20me1,ENSMUSG00000096010,Hist4h4,H4K20me1 IF image in C127 cells in G1,3D SIM OMX V3 H4K20me1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H4K20me1,EM16-12-A_C127_S11_1514_H4K20me1-594_Sytox_G1_09_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H4K20me1,ENSMUSG00000096010,Hist4h4,H4K20me1 IF image in C127 cells in G1,3D SIM OMX V3 H4K20me1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_H4K20me1,EM16-12-A_C127_S11_1514_H4K20me1-594_Sytox_G1_10_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,H4K20me1,ENSMUSG00000096010,Hist4h4,H4K20me1 IF image in C127 cells in G1,3D SIM OMX V3 H4K20me1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Macro-H2A,EM16-12-A_C127_S12_1514_Macro-H2A-594_Sytox_G1_01_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Macro-H2A,ENSMUSG00000015937,H2afy,Macro-H2A IF image in C127 cells in G1,3D SIM OMX V3 Macro-H2A IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Macro-H2A,EM16-12-A_C127_S12_1514_Macro-H2A-594_Sytox_G1_02_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Macro-H2A,ENSMUSG00000015937,H2afy,Macro-H2A IF image in C127 cells in G1,3D SIM OMX V3 Macro-H2A IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Macro-H2A,EM16-12-A_C127_S12_1514_Macro-H2A-594_Sytox_G1_03_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Macro-H2A,ENSMUSG00000015937,H2afy,Macro-H2A IF image in C127 cells in G1,3D SIM OMX V3 Macro-H2A IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Macro-H2A,EM16-12-A_C127_S12_1514_Macro-H2A-594_Sytox_G1_04_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Macro-H2A,ENSMUSG00000015937,H2afy,Macro-H2A IF image in C127 cells in G1,3D SIM OMX V3 Macro-H2A IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Macro-H2A,EM16-12-A_C127_S12_1514_Macro-H2A-594_Sytox_G1_05_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Macro-H2A,ENSMUSG00000015937,H2afy,Macro-H2A IF image in C127 cells in G1,3D SIM OMX V3 Macro-H2A IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Macro-H2A,EM16-12-A_C127_S12_1514_Macro-H2A-594_Sytox_G1_06_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Macro-H2A,ENSMUSG00000015937,H2afy,Macro-H2A IF image in C127 cells in G1,3D SIM OMX V3 Macro-H2A IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Macro-H2A,EM16-12-A_C127_S12_1514_Macro-H2A-594_Sytox_G1_07_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Macro-H2A,ENSMUSG00000015937,H2afy,Macro-H2A IF image in C127 cells in G1,3D SIM OMX V3 Macro-H2A IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Macro-H2A,EM16-12-A_C127_S12_1514_Macro-H2A-594_Sytox_G1_08_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Macro-H2A,ENSMUSG00000015937,H2afy,Macro-H2A IF image in C127 cells in G1,3D SIM OMX V3 Macro-H2A IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Macro-H2A,EM16-12-A_C127_S12_1514_Macro-H2A-594_Sytox_G1_09_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Macro-H2A,ENSMUSG00000015937,H2afy,Macro-H2A IF image in C127 cells in G1,3D SIM OMX V3 Macro-H2A IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Macro-H2A,EM16-12-A_C127_S12_1514_Macro-H2A-594_Sytox_G1_10_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Macro-H2A,ENSMUSG00000015937,H2afy,Macro-H2A IF image in C127 cells in G1,3D SIM OMX V3 Macro-H2A IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_aHP1,EM16-12-A_C127_S13_1514_aHP1-594_Sytox_G1_01_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,aHP1,ENSMUSG00000009575,Cbx5,aHP1 IF image in C127 cells in G1,3D SIM OMX V3 aHP1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_aHP1,EM16-12-A_C127_S13_1514_aHP1-594_Sytox_G1_02_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,aHP1,ENSMUSG00000009575,Cbx5,aHP1 IF image in C127 cells in G1,3D SIM OMX V3 aHP1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_aHP1,EM16-12-A_C127_S13_1514_aHP1-594_Sytox_G1_03_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,aHP1,ENSMUSG00000009575,Cbx5,aHP1 IF image in C127 cells in G1,3D SIM OMX V3 aHP1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_aHP1,EM16-12-A_C127_S13_1514_aHP1-594_Sytox_G1_04_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,aHP1,ENSMUSG00000009575,Cbx5,aHP1 IF image in C127 cells in G1,3D SIM OMX V3 aHP1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_aHP1,EM16-12-A_C127_S13_1514_aHP1-594_Sytox_G1_05_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,aHP1,ENSMUSG00000009575,Cbx5,aHP1 IF image in C127 cells in G1,3D SIM OMX V3 aHP1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_aHP1,EM16-12-A_C127_S13_1514_aHP1-594_Sytox_G1_06_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,aHP1,ENSMUSG00000009575,Cbx5,aHP1 IF image in C127 cells in G1,3D SIM OMX V3 aHP1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_aHP1,EM16-12-A_C127_S13_1514_aHP1-594_Sytox_G1_07_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,aHP1,ENSMUSG00000009575,Cbx5,aHP1 IF image in C127 cells in G1,3D SIM OMX V3 aHP1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_aHP1,EM16-12-A_C127_S13_1514_aHP1-594_Sytox_G1_08_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,aHP1,ENSMUSG00000009575,Cbx5,aHP1 IF image in C127 cells in G1,3D SIM OMX V3 aHP1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_aHP1,EM16-12-A_C127_S13_1514_aHP1-594_Sytox_G1_09_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,aHP1,ENSMUSG00000009575,Cbx5,aHP1 IF image in C127 cells in G1,3D SIM OMX V3 aHP1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_aHP1,EM16-12-A_C127_S13_1514_aHP1-594_Sytox_G1_10_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,aHP1,ENSMUSG00000009575,Cbx5,aHP1 IF image in C127 cells in G1,3D SIM OMX V3 aHP1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Scc1,EM16-12-A_C127_S14_1514_Scc1-594_Sytox_G1_01_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Scc1,ENSMUSG00000022314,Rad21,Scc1 IF image in C127 cells in G1,3D SIM OMX V3 Scc1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Scc1,EM16-12-A_C127_S14_1514_Scc1-594_Sytox_G1_02_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Scc1,ENSMUSG00000022314,Rad21,Scc1 IF image in C127 cells in G1,3D SIM OMX V3 Scc1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Scc1,EM16-12-A_C127_S14_1514_Scc1-594_Sytox_G1_03_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Scc1,ENSMUSG00000022314,Rad21,Scc1 IF image in C127 cells in G1,3D SIM OMX V3 Scc1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Scc1,EM16-12-A_C127_S14_1514_Scc1-594_Sytox_G1_04_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Scc1,ENSMUSG00000022314,Rad21,Scc1 IF image in C127 cells in G1,3D SIM OMX V3 Scc1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Scc1,EM16-12-A_C127_S14_1514_Scc1-594_Sytox_G1_05_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Scc1,ENSMUSG00000022314,Rad21,Scc1 IF image in C127 cells in G1,3D SIM OMX V3 Scc1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Scc1,EM16-12-A_C127_S14_1514_Scc1-594_Sytox_G1_06_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Scc1,ENSMUSG00000022314,Rad21,Scc1 IF image in C127 cells in G1,3D SIM OMX V3 Scc1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Scc1,EM16-12-A_C127_S14_1514_Scc1-594_Sytox_G1_07_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Scc1,ENSMUSG00000022314,Rad21,Scc1 IF image in C127 cells in G1,3D SIM OMX V3 Scc1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Scc1,EM16-12-A_C127_S14_1514_Scc1-594_Sytox_G1_08_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Scc1,ENSMUSG00000022314,Rad21,Scc1 IF image in C127 cells in G1,3D SIM OMX V3 Scc1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Scc1,EM16-12-A_C127_S14_1514_Scc1-594_Sytox_G1_09_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Scc1,ENSMUSG00000022314,Rad21,Scc1 IF image in C127 cells in G1,3D SIM OMX V3 Scc1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_Scc1,EM16-12-A_C127_S14_1514_Scc1-594_Sytox_G1_10_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,Scc1,ENSMUSG00000022314,Rad21,Scc1 IF image in C127 cells in G1,3D SIM OMX V3 Scc1 IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_CTCF,EM16-12-A_C127_S15_1514_CTCF-594_Sytox_G1_01_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,CTCF,ENSMUSG00000005698,CTCF,CTCF IF image in C127 cells in G1,3D SIM OMX V3 CTCF IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_CTCF,EM16-12-A_C127_S15_1514_CTCF-594_Sytox_G1_02_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,CTCF,ENSMUSG00000005698,CTCF,CTCF IF image in C127 cells in G1,3D SIM OMX V3 CTCF IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_CTCF,EM16-12-A_C127_S15_1514_CTCF-594_Sytox_G1_03_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,CTCF,ENSMUSG00000005698,CTCF,CTCF IF image in C127 cells in G1,3D SIM OMX V3 CTCF IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_CTCF,EM16-12-A_C127_S15_1514_CTCF-594_Sytox_G1_04_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,CTCF,ENSMUSG00000005698,CTCF,CTCF IF image in C127 cells in G1,3D SIM OMX V3 CTCF IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_CTCF,EM16-12-A_C127_S15_1514_CTCF-594_Sytox_G1_05_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,CTCF,ENSMUSG00000005698,CTCF,CTCF IF image in C127 cells in G1,3D SIM OMX V3 CTCF IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_CTCF,EM16-12-A_C127_S15_1514_CTCF-594_Sytox_G1_06_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,CTCF,ENSMUSG00000005698,CTCF,CTCF IF image in C127 cells in G1,3D SIM OMX V3 CTCF IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_CTCF,EM16-12-A_C127_S15_1514_CTCF-594_Sytox_G1_07_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,CTCF,ENSMUSG00000005698,CTCF,CTCF IF image in C127 cells in G1,3D SIM OMX V3 CTCF IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
C127_CTCF,EM16-12-A_C127_S15_1514_CTCF-594_Sytox_G1_08_SIR_EAL_THR.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C127,,,G1,CTCF,ENSMUSG00000005698,CTCF,CTCF IF image in C127 cells in G1,3D SIM OMX V3 CTCF IF image in C127 cells in G1,Miron-C127-G1/EM16-12-A,"Raw, reconstructed, aligned","594: IF signal, 488: Sytox green"
